,director,runtime,release_year,category,cast1,cast2,cast3,genre
2742,Stephen Herek,90.0,2010,0,Brendan Fehr, Francia Almendarez, Russell Yuen,Drama
2743,John Landis,91.0,2010,0,Simon Pegg, Andy Serkis, Isla Fisher,Comedy
2744,Casey Affleck,107.0,2010,0,Joaquin Phoenix, Sean Combs, Casey Affleck,Music
2745,Galt Niederhoffer,95.0,2010,0,Katie Holmes, Anna Paquin, Josh Duhamel,Comedy
2746,Dragan BjelogrliÄ‡,140.0,2010,0,MiloÅ¡ BikoviÄ‡, Petar Strugar, Viktor SaviÄ‡,Adventure
2747,Jon Hewitt,90.0,2010,0,Viva Bianca, Hanna Mangan Lawrence, Peter Docker,Action
2748,Shawn Ku,100.0,2010,0,Michael Sheen, Maria Bello, Alan Tudyk,Drama
2749,Nick Morris,178.0,2010,0,Alfie Boe, Norm Lewis, Matt Lucas,History
2750,Sebastian Gutierrez,98.0,2010,1,Carla Gugino, Joseph Gordon-Levitt, Timothy Olyphant,Action
2751,Baltasar KormÃ¡kur,100.0,2010,0,Rosanna Arquette, Diane Kruger, Dermot Mulroney,Drama
2752,Daniel Grou,105.0,2010,0,Claude Legault, RÃ©my Girard, Martin Dubreuil,Drama
2753,Rowan Joffe,111.0,2010,0,Andy Serkis, Helen Mirren, John Hurt,Drama
2754,Chris Morris,101.0,2010,0,Riz Ahmed, Nigel Lindsay, Kayvan Novak,Comedy
2755,Manuel Carballo,98.0,2010,0,Doug Bradley, Stephen Billington, Sophie Vavasseur,Foreign
2756,Ricky Gervais|Stephen Merchant,95.0,2010,0,Christian Cooke, Felicity Jones, Tom Hughes,Drama
2758,Ben Steinbauer,85.0,2010,0,Jack Rebney, Ben Steinbauer, Nick Prueher,Comedy
2759,John Inwood,92.0,2010,0,Heather Graham, Jennifer Coolidge, Matthew Settle,Comedy
2760,Peter Mullan,124.0,2010,0,Conor McCarron, Mhairi Anderson, Martin Bell,Drama
2761,Spike Brandt,75.0,2010,0,Mindy Cohn, Grey Griffin, Frank Welker,Animation
2762,Robert Luketic,96.0,2009,1,Katherine Heigl, Gerard Butler, Eric Winter,Comedy
2763,Peter Jackson,136.0,2009,1,Rachel Weisz, Mark Wahlberg, Susan Sarandon,Fantasy
2764,Phil Lord|Christopher Miller,90.0,2009,1,Bill Hader, Anna Faris, James Caan,Animation
2765,Wes Anderson,87.0,2009,1,George Clooney, Meryl Streep, Jason Schwartzman,Adventure
2766,Henry Selick,100.0,2009,1,Dakota Fanning, Teri Hatcher, Jennifer Saunders,Animation
2767,Shawn Levy,105.0,2009,1,Ben Stiller, Amy Adams, Owen Wilson,Adventure
2768,Burr Steers,102.0,2009,1,Zac Efron, Leslie Mann, Matthew Perry,Comedy
2769,Robert Zemeckis,96.0,2009,1,Gary Oldman, Jim Carrey, Steve Valentine,Animation
2770,Bart Freundlich,95.0,2009,1,Catherine Zeta-Jones, Justin Bartha, Art Garfunkel,Comedy
2771,Christian Alvart,108.0,2009,1,Ben Foster, Dennis Quaid, Cam Gigandet,Action
2772,Steve Carr,91.0,2009,1,Kevin James, Keir ODonnell, Jayma Mays,Action
2773,Lasse HallstrÃ¶m,93.0,2009,1,Richard Gere, Joan Allen, Jason Alexander,Drama
2774,F. Gary Gray,109.0,2009,1,Jamie Foxx, Gerard Butler, Colm Meaney,Drama
2775,Richard Kelly,115.0,2009,1,Cameron Diaz, James Marsden, Frank Langella,Thriller
2776,Mark Neveldine|Brian Taylor,96.0,2009,1,Jason Statham, Amy Smart, Dwight Yoakam,Action
2777,Klay Hall,81.0,2009,1,Mae Whitman, Jesse McCartney, Jane Horrocks,Animation
2778,Sam Raimi,99.0,2009,1,Alison Lohman, Justin Long, Lorna Raver,Horror
2779,Vincenzo Natali,104.0,2009,1,Adrien Brody, Sarah Polley, Delphine ChanÃ©ac,Thriller
2780,Anne Fletcher,108.0,2009,1,Sandra Bullock, Ryan Reynolds, Mary Steenburgen,Comedy
2781,Harald Zwart,92.0,2009,1,Steve Martin, Jean Reno, Emily Mortimer,Comedy
2782,McG,115.0,2009,1,Christian Bale, Sam Worthington, Anton Yelchin,Drama
2783,Stephen Sommers,118.0,2009,1,Dennis Quaid, Channing Tatum, Marlon Wayans,Adventure
2784,Ken Kwapis,129.0,2009,1,Jennifer Aniston, Jennifer Connelly, Drew Barrymore,Comedy
2785,Quentin Tarantino,153.0,2009,1,Brad Pitt, MÃ©lanie Laurent, Christoph Waltz,Drama
2786,Patrick Tatopoulos,92.0,2009,1,Bill Nighy, Michael Sheen, Rhona Mitra,Fantasy
2787,David Yates,153.0,2009,1,Daniel Radcliffe, Rupert Grint, Emma Watson,Adventure
2788,Bob Peterson|Pete Docter,96.0,2009,1,Ed Asner, Christopher Plummer, Jordan Nagai,Animation
2789,J.J. Abrams,127.0,2009,1,Chris Pine, Zachary Quinto, Leonard Nimoy,Science Fiction
2790,Duncan Jones,97.0,2009,1,Sam Rockwell, Kevin Spacey, Dominique McElligott,Science Fiction
2791,Neill Blomkamp,112.0,2009,1,Sharlto Copley, Jason Cope, Nathalie Boltt,Action
2792,Guy Ritchie,128.0,2009,1,Robert Downey Jr., Jude Law, Rachel McAdams,Adventure
2793,Marc Webb,95.0,2009,1,Joseph Gordon-Levitt, Zooey Deschanel, ChloÃ« Grace Moretz,Comedy
2794,Carlos Saldanha,94.0,2009,1,Ray Romano, John Leguizamo, Denis Leary,Animation
2795,Todd Phillips,100.0,2009,1,Bradley Cooper, Ed Helms, Zach Galifianakis,Comedy
2796,Zack Snyder,162.0,2009,1,Malin Ã…kerman, Billy Crudup, Carla Gugino,Action
2797,Roland Emmerich,158.0,2009,1,John Cusack, Amanda Peet, Chiwetel Ejiofor,Action
2798,Shane Acker,79.0,2009,1,Elijah Wood, John C. Reilly, Jennifer Connelly,Action
2799,Ron Howard,138.0,2009,1,Tom Hanks, Ewan McGregor, Ayelet Zurer,Thriller
2800,Ron Clements|John Musker,97.0,2009,1,Anika Noni Rose, Bruno Campos, Keith David,Romance
2801,John Lee Hancock,129.0,2009,1,Sandra Bullock, Quinton Aaron, Kathy Bates,Drama
2802,Ruben Fleischer,88.0,2009,1,Jesse Eisenberg, Woody Harrelson, Emma Stone,Comedy
2803,Chris Weitz,130.0,2009,1,Kristen Stewart, Robert Pattinson, Taylor Lautner,Adventure
2804,Alex Proyas,121.0,2009,1,Nicolas Cage, Rose Byrne, Chandler Canterbury,Action
2805,David Soren,30.0,2009,1,Cedric the Entertainer, Andy Richter, Carl Reiner,Family
2806,Hoyt Yeatman,88.0,2009,1,Sam Rockwell, PenÃ©lope Cruz, Tracy Morgan,Fantasy
2807,Harvey Glazer,100.0,2009,1,Jonathan Bennett, Kristin Cavallari, Jerry Shea,Comedy
2808,Kevin Macdonald,127.0,2009,1,Russell Crowe, Ben Affleck, Rachel McAdams,Action
2809,Natalie Portman|Fatih Akin|Mira Nair|Allen Hughes|Yvan Attal|Shunji Iwai|Brett Ratner|Joshua Marston|Shekhar Kapur|Randall Balsmeyer|Wen Jiang,103.0,2009,1,Natalie Portman, Shia LaBeouf, Orlando Bloom,Drama
2810,John Hamburg,105.0,2009,1,Paul Rudd, Rashida Jones, Jason Segel,Comedy
2811,Steven Soderbergh,108.0,2009,1,Matt Damon, Scott Bakula, Joel McHale,Comedy
2812,Andy Fickman,98.0,2009,1,Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig,Adventure
2813,Christian Alvart,109.0,2009,1,RenÃ©e Zellweger, Jodelle Ferland, Ian McShane,Horror
2814,Richard Curtis,116.0,2009,1,Tom Sturridge, Philip Seymour Hoffman, Rhys Ifans,Drama
2815,Declan O'Brien,91.0,2009,1,Tom Frederic, Janet Montgomery, Louise Cliffe,Horror
2816,Michael Spierig|Peter Spierig,98.0,2009,1,Ethan Hawke, Sam Neill, Willem Dafoe,Fantasy
2817,Robert Schwentke,107.0,2009,1,Eric Bana, Rachel McAdams, Michelle Nolden,Drama
2818,Lars von Trier,108.0,2009,1,Willem Dafoe, Charlotte Gainsbourg, Storm Acheche SahlstrÃ¸m,Drama
2819,Julian Fellowes,95.0,2009,1,Maggie Smith, Dominic West, Timothy Spall,Adventure
2820,Brandon Camp,109.0,2009,1,Aaron Eckhart, Jennifer Aniston, Judy Greer,Drama
2821,Paul McGuigan,111.0,2009,1,Dakota Fanning, Camilla Belle, Chris Evans,Action
2822,Antoine Fuqua,133.0,2009,1,Richard Gere, Don Cheadle, Ethan Hawke,Crime
2823,Kevin Greutert,90.0,2009,1,Tobin Bell, Costas Mandylor, Betsy Russell,Horror
2824,Jean-Marc VallÃ©e,105.0,2009,1,Emily Blunt, Jim Broadbent, Mark Strong,Drama
2825,Ethan Coen|Joel Coen,105.0,2009,1,Michael Stuhlbarg, Richard Kind, Fred Melamed,Comedy
2826,David Twohy,98.0,2009,1,Milla Jovovich, Timothy Olyphant, Steve Zahn,Thriller
2827,Lee Daniels,110.0,2009,1,Gabourey Sidibe, MoNique, Paula Patton,Drama
2828,Gary Winick,89.0,2009,1,Anne Hathaway, Kate Hudson, Bryan Greenberg,Comedy
2829,Agnieszka Wojtowicz-Vosloo,104.0,2009,1,Liam Neeson, Justin Long, Christina Ricci,Drama
2830,John Hillcoat,111.0,2009,1,Viggo Mortensen, Kodi Smit-McPhee, Charlize Theron,Adventure
2831,Tony Scott,106.0,2009,1,Denzel Washington, John Travolta, Luis GuzmÃ¡n,Thriller
2832,P.J. Hogan,104.0,2009,1,Isla Fisher, Hugh Dancy, Krysten Ritter,Comedy
2833,Mark Waters,100.0,2009,1,Matthew McConaughey, Jennifer Garner, Michael Douglas,Fantasy
2834,Mark Neveldine|Brian Taylor,95.0,2009,1,Gerard Butler, Michael C. Hall, Logan Lerman,Action
2835,Don E. FauntLeRoy,89.0,2009,1,John Rhys-Davies, Crystal Allen, Linden Ashby,Action
2836,Jaco Van Dormael,141.0,2009,1,Jared Leto, Diane Kruger, Linh Äan Pháº¡m,Science Fiction
2837,Peter Billingsley,113.0,2009,1,Vince Vaughn, Malin Ã…kerman, Jason Bateman,Comedy
2838,Jim Sheridan,104.0,2009,1,Tobey Maguire, Jake Gyllenhaal, Natalie Portman,Drama
2839,Rob Letterman|Conrad Vernon,94.0,2009,1,Seth Rogen, Reese Witherspoon, Hugh Laurie,Animation
2840,Betty Thomas,88.0,2009,1,Zachary Levi, David Cross, Jason Lee,Comedy
2841,Andrea Arnold,123.0,2009,1,Katie Jarvis, Michael Fassbender, Kierston Wareing,Drama
2842,Nora Ephron,123.0,2009,1,Meryl Streep, Amy Adams, Stanley Tucci,Romance
2843,Atom Egoyan,96.0,2009,1,Julianne Moore, Liam Neeson, Amanda Seyfried,Drama
2844,Michael Mann,140.0,2009,1,Christian Bale, Johnny Depp, Giovanni Ribisi,History
2845,Karyn Kusama,100.0,2009,1,Megan Fox, Amanda Seyfried, Johnny Simmons,Comedy
2846,Jaume Collet-Serra,123.0,2009,1,Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman,Horror
2847,Phil Traill,99.0,2009,1,Sandra Bullock, Thomas Haden Church, Bradley Cooper,Comedy
2848,David R. Ellis,82.0,2009,1,Bobby Campo, Shantel VanSanten, Nick Zano,Horror
2849,Kyle Newman,90.0,2009,1,Sam Huntington, Chris Marquette, Dan Fogler,Adventure
2850,Stephen Cragg,84.0,2009,0,Austin Highsmith, Jesse Johnson, Ryan Doom,Mystery
2851,Katherine Dieckmann,90.0,2009,0,Uma Thurman, Minnie Driver, Anthony Edwards,Comedy
2852,Prabhu Deva,129.0,2009,0,Salman Khan, Ayesha Takia, Mahesh Manjrekar,Action
2853,Nicholas Jasenovec,88.0,2009,0,Michael Cera, Charlyne Yi, Jake Johnson,Comedy
2854,Vicky Jenson,89.0,2009,0,Alexis Bledel, Zach Gilford, Rodrigo Santoro,Comedy
2855,Felix Van Groeningen,108.0,2009,0,Kenneth Vanbaeden, Valentijn Dhaenens, Koen De Graeve,Drama
2856,Gareth Carrivick,83.0,2009,0,"""Chris ODowd""", Dean Lennox Kelly, Anna Faris,Drama
2857,Thaddeus O'Sullivan,100.0,2009,0,Brendan Gleeson, Iain Glen," ""James DArcy""",Drama
2859,Arlene Sanford,95.0,2009,0,Kristin Chenoweth, Josh Hopkins, Anna Chlumsky,Comedy
2860,Sam Liu,41.0,2009,0,Graham McTavish, Fred Tatasciore, Matthew Wolf,Action
2861,Aleksandr Buravsky,120.0,2009,0,Gabriel Byrne, Mira Sorvino, Armin Mueller-Stahl,War
2862,Thomas Jane,88.0,2009,0,Thomas Jane, Ron Perlman, Lauren German,Horror
2863,Tom DiCillo,86.0,2009,0,Johnny Depp, John Densmore, Robby Krieger,Documentary
2864,Stephen Herek,92.0,2009,0,Chris Carmack, Laura Vandervoort, Audrina Patridge,Action
2865,Sophie Barthes,101.0,2009,0,Paul Giamatti, Emily Watson, Dina Korzun,Fantasy
2866,Lee Demarbre,91.0,2009,0,Ashley Greene, Peter Mooney, Barbara Niven,Horror
2867,Jeff King,102.0,2009,0,Steve Austin, Lynda Boyd, Laura Vandervoort,Action
2868,Coky Giedroyc,142.0,2009,0,Tom Hardy, Charlotte Riley, Andrew Lincoln,Drama
2869,Adam Gierasch,93.0,2009,0,Edward Furlong, Shannon Elizabeth, Monica Keena,Horror
2870,Steven Soderbergh,77.0,2009,0,Sasha Grey, Chris Santos, Peter Zizzo,Comedy
2871,Steve Rash,96.0,2009,0,DJ Qualls, Preston Jones, Julianna Guill,Comedy
2872,Alex Merkin,93.0,2009,0,Mike Vogel, Brittany Murphy, Danny Pino,Thriller
2873,Roel ReinÃ©,95.0,2009,0,Michael Rooker, Temuera Morrison, Lara Cox,Action
2874,Jake West,89.0,2009,0,Stephen Graham, Danny Dyer, Noel Clarke,Comedy
2875,Scott Cooper,112.0,2009,0,Jeff Bridges, Maggie Gyllenhaal, Colin Farrell,Drama
2876,Scott S. Anderson,93.0,2009,0,Josh Henderson, Tom Arnold, Jenna Dewan,Comedy
2877,John Kent Harrison,95.0,2009,0,Anna Paquin, Marcia Gay Harden, Goran Visnjic,Drama
2878,Russell Mulcahy,96.0,2009,0,Thomas Jane, Ving Rhames, Elsa Pataky,Action
2879,Nia Vardalos,98.0,2009,0,Nia Vardalos, John Corbett, Jason Mantzoukas,Comedy
2880,Anders Anderson,97.0,2009,0,Jon Hamm, Josh Lucas, Rhona Mitra,Crime
2881,Neal Brennan,90.0,2009,0,Jeremy Piven, Ving Rhames, James Brolin,Comedy
2882,Jon Wright,91.0,2009,0,Alex Pettyfer, April Pearson, Dimitri Leonidas,Comedy
2883,Florian Baxmeyer,97.0,2009,0,Cameron Monaghan, James Faulkner, Jonathan Pienaar,Mystery
2884,Kevin Hamedani,92.0,2009,1,Janette Armand, Doug Fahl, Cooper Hopkins,Horror
2885,Dave Parker,81.0,2009,0,Sophie Monk, William Sadler, Tad Hilgenbrink,Horror
2886,Kirk Jones,99.0,2009,0,Robert De Niro, Drew Barrymore, Kate Beckinsale,Drama
2887,Sean Byrne,84.0,2009,0,Xavier Samuel, Jessica McNamee, Robin McLeavy,Horror
2888,"George Tillman, Jr.",122.0,2009,0,Jamal Woolard, Derek Luke, Naturi Naughton,Drama
2889,Ross Katz,77.0,2009,0,Kevin Bacon, Tom Aldredge, Nicholas Art,Drama
2890,Xavier S. Puslowski,89.0,2009,0,Jeremy London, A Martinez, Paul Logan,Action
2891,Josh Cooley,4.0,2009,1,Steve Purcell, Jason Topolski, Bob Peterson,Animation
2892,Ang Lee,120.0,2009,0,Demetri Martin, Imelda Staunton, Henry Goodman,Music
2893,Ken Loach,119.0,2009,0,Eric Cantona, Steve Evets, Stephanie Bishop,Comedy
2894,Bobcat Goldthwait,99.0,2009,0,Robin Williams, Alexie Gilmore, Daryl Sabara,Comedy
2895,Cheryl Hines,84.0,2009,0,Meg Ryan, Timothy Hutton, Kristen Bell,Action
2896,David Mackenzie,97.0,2009,1,Ashton Kutcher, Anne Heche, Margarita Levieva,Comedy
2897,Nick Love,90.0,2009,0,Paul Anderson, Calum MacNab, Daniel Mays,Drama
2898,Stewart Hendler,101.0,2009,0,Rumer Willis, Briana Evigan, Jamie Chung,Horror
2899,Florian Gallenberger,134.0,2009,0,Ulrich Tukur, Dagmar Manzel, Steve Buscemi,Drama
2900,Julie Delpy,98.0,2009,0,Julie Delpy, William Hurt, Daniel BrÃ¼hl,Drama
2901,James Wong,85.0,2009,0,Justin Chatwin, Joon Park, Jamie Chung,Action
2902,Anthony DiBlasi,108.0,2009,0,Jackson Rathbone, Shaun Evans, Hanne Steen,Horror
2903,Tom Six,92.0,2009,0,Dieter Laser, Ashley C. Williams, Ashlynn Yennie,Horror
2904,Gilles Paquet-Brenner,92.0,2009,0,Mischa Barton, Cameron Bright, Deborah Kara Unger,Horror
2905,Jared Hess,89.0,2009,0,Michael Angarano, Sam Rockwell, Clive Revill,Action
2906,Kevin Deters|Stevie Wermers,22.0,2009,0,Dave Foley, Sarah Chalke, Derek Richardson,Animation
2907,Anthony Waller,86.0,2009,0,Kate Nauta, Adrian Paul, Meredith Ostrom,Horror
2908,Kevin Tancharoen,107.0,2009,0,Kay Panabaker, Naturi Naughton, Kherington Payne,Music
2909,David Hollander,110.0,2009,0,Michelle Pfeiffer, Ashton Kutcher, Kathy Bates,Drama
2910,Rebecca Miller,98.0,2009,0,Robin Wright, Alan Arkin, Keanu Reeves,Comedy
2911,Ryuta Miyake,61.0,2009,0,Hiroki Suzuki, IchirÃ´ta Miyakawa, Natsuki Kasa,Horror
2912,Oliver Hirschbiegel,89.0,2009,0,Liam Neeson, James Nesbitt, Anamaria Marinca,Crime
2913,Simone North,107.0,2009,0,Guy Pearce, Sam Neill, Miranda Otto,Drama
2914,Zach Cregger|Trevor Moore,89.0,2009,0,Zach Cregger, Trevor Moore, Raquel Alessi,Comedy
2915,Werner Herzog,91.0,2009,0,Michael Shannon, Willem Dafoe, ChloÃ« Sevigny,Crime
2916,Richard Linklater,114.0,2009,0,Zac Efron, Claire Danes, Christian McKay,Comedy
2917,Ernie Barbarash|Tia Buhl,94.0,2009,0,Cuba Gooding Jr., Val Kilmer, Alastair Gamble,Action
2918,Peter Hewitt,91.0,2009,0,Morgan Freeman, Christopher Walken, William H. Macy,Comedy
2919,John Stockwell,95.0,2009,0,Susan Sarandon, Eva Amurri Martino, Anton Yelchin,Comedy
2920,Stephen Herek,87.0,2009,0,Ellen Muth, Jasmine Guy, Callum Blue,Drama
2921,Richard Loncraine,108.0,2009,0,RenÃ©e Zellweger, Logan Lerman, Kevin Bacon,Comedy
2922,Lisa Barros D'Sa|Glenn Leyburn,86.0,2009,0,Rupert Grint, Robert Sheehan, Kimberley Nixon,Drama
2923,Will Gluck,90.0,2009,0,"""Nicholas DAgosto""", Eric Christian Olsen, Sarah Roemer,Comedy
2924,John Hindman,95.0,2009,0,Jeff Daniels, Lauren Graham, Lou Taylor Pucci,Comedy
2925,Derrick Borte,96.0,2009,0,David Duchovny, Demi Moore, Amber Heard,Comedy
2927,Allison Liddi-Brown,89.0,2009,0,Selena Gomez, Demi Lovato, Jamie Chung,Comedy
2928,Thomas Carter,86.0,2009,0,Cuba Gooding Jr., Kimberly Elise, Aunjanue Ellis,Drama
2929,Tyler Oliver,103.0,2009,0,Carly Schroeder, Cody Linley, Brie Gabrielle,Drama
2930,Jonathan Liebesman,93.0,2009,0,Timothy Hutton, Peter Stormare, ChloÃ« Sevigny,Drama
2931,Tim Matheson|Reynaldo Rodriguez,94.0,2009,0,Keith David, Joe Manganiello, Channon Roe,War
2932,Michael Polish,94.0,2009,0,Winona Ryder, Chevy Chase, Sean Astin,Comedy
2933,Oliver Parker|Barnaby Thompson,106.0,2009,0,Talulah Riley, Rupert Everett, Gemma Arterton,Comedy
2934,Sam Taylor-Johnson,98.0,2009,0,Aaron Taylor-Johnson, Kristin Scott Thomas, David Morrissey,Drama
2935,Christian Forte,87.0,2009,0,Rachel Specter, Denise Richards, Brendan Hines,Comedy
2936,Dario Argento,92.0,2009,0,Adrien Brody, Emmanuelle Seigner, Elsa Pataky,Horror
2937,D. Kerry Prior ,110.0,2009,0,Chris Wylde, David Anders, Louise Griffiths,Comedy
2938,Ti West,95.0,2009,0,Jocelin Donahue, Mary Woronov, Greta Gerwig,Mystery
2939,Jennifer DevoldÃ¨re,81.0,2009,0,MÃ©lanie Laurent, Justin Bartha, Billy Boyd,Comedy
2940,Ian Fitzgibbon,88.0,2009,0,Cillian Murphy, Brendan Gleeson, Jim Broadbent,Action
2941,Tim McCanlies,99.0,2009,0,John Goodman, Jimmy Bennett, Clint Howard,Action
2942,Lynn Shelton,94.0,2009,0,Mark Duplass, Joshua Leonard, Alycia Delmore,Comedy
2943,Ron Daniels,92.0,2009,0,Benjamin Walker, Peter Gallagher, Brian J. Smith,Drama
2945,Tom Hooper,97.0,2009,0,Colm Meaney, Henry Goodman, Michael Sheen,Drama
2946,Doug Pray,89.0,2009,0,Lee Clow, Jim Durfee, Cliff Freeman,Documentary
2947,Shane Van Dyke,88.0,2009,0,Fia Perera, Erin Marie Hogan, Shane Van Dyke,Horror
2948,Matt Lang,166.0,2009,0,Darren Criss, Joey Richter, Bonnie Gruesen,Music
2949,Ben Wheatley,89.0,2009,0,Robert Hill, Robin Hill, Julia Deakin,Drama
2951,Kevin Heffernan,90.0,2009,0,Michael Clarke Duncan, Jay Chandrasekhar, Kevin Heffernan,Comedy
2952,Abel Ferry,90.0,2009,0,Fanny Valette, Johan LibÃ©reau, Maud Wyler,Action
2953,Robert Hall,90.0,2009,0,Bobbi Sue Luther, Kevin Gage, Lena Headey,Thriller
2954,Bruce Beresford,117.0,2009,0,Chi Cao, Chengwu Guo, Wen Bin Huang,Drama
2956,Sam Dunn|Scot McFadyen,112.0,2009,0,Bruce Dickinson, Steve Harris, Nicko McBrain,Documentary
2958,Ruba Nadda,88.0,2009,0,Patricia Clarkson, Alexander Siddig, Elena Anaya,Drama
2959,Chandler Tuttle,25.0,2009,0,James Cosmo, Julie Hagerty, Armie Hammer,Action
2960,Philip Ridley,114.0,2009,0,Jim Sturgess, Noel Clarke, Eddie Marsan,Drama
2961,Tyler Perry,113.0,2009,0,Tyler Perry, Taraji P. Henson, Adam RodrÃ\xadguez,Drama
2962,Yann Moix,90.0,2009,0,Anne Marivin, Franck Dubosc, Pierre-FranÃ§ois Martin-Laval,Comedy
2963,Tyler Perry,103.0,2009,0,Tyler Perry, Derek Luke, Keshia Knight Pulliam,Comedy
2964,Claire Denis,100.0,2009,0,Mati Diop, Nicole Dogue, GrÃ©goire Colin,Drama
2965,Sean McConville,89.0,2009,0,Brittany Murphy, Thora Birch, Tammy Blanchard,Drama
2967,Jordan Downey,66.0,2009,0,Lance Predmore, Ryan E. Francis, Lindsey Andersen,Comedy
2968,Priyadarshan,166.0,2009,0,Akshay Kumar, Katrina Kaif, Sunil Shetty,Action
2969,Atsuya Uki,25.0,2009,0,Kana Hanazawa, RyÅhei Kimura, Satomi Moriya,Animation
2970,Daniel Farrands,90.0,2009,0,Erich Anderson, Diane Almeida, Judie Aronson,Documentary
2971,Isabel Coixet,109.0,2009,0,Rinko Kikuchi, Sergi LÃ³pez, Min Tanaka,Drama
2972,Michael Samonek,93.0,2009,0,Jesse Bradford, Sophia Bush, Brandon Routh,Comedy
2973,David Kaplan,99.0,2009,0,Aasif Mandvi, Jess Weixler, Naseeruddin Shah,Comedy
2974,FranÃ§ois Alaux|HervÃ© de CrÃ©cy|Ludovic Houplain,16.0,2009,0,Bob Stephenson, Sherman Augustus, Aja Evans,Animation
2975,Jake Goldberger,87.0,2009,0,Thomas Haden Church, Elisabeth Shue, Melissa Leo,Crime
2976,Bille Woodruff,102.0,2009,0,Christina Milian, Nikki SooHoo, Cody Longo,Comedy
2977,R. W. Goodwin,90.0,2009,0,Eric McCormack, Jenni Baird, Dan Lauria,Action
2978,Jim Strouse,119.0,2009,0,Sam Rockwell, Emma Roberts, Shareeka Epps,Comedy
2979,Andrew Monument,96.0,2009,0,Lance Henriksen, Larry Cohen, Joe Dante,Documentary
2980,Gregory Doran,185.0,2009,0,David Tennant, Patrick Stewart, Penny Downie,Drama
2981,Patrice Leconte,89.0,2009,0,BenoÃ®t Poelvoorde, Olivia Bonamy, Jacques Mathou,Comedy
2982,John Harrison,96.0,2009,0,Jonas Armstrong, Sophie Ward, Clive Russell,Horror
2984,Andrew Thomas Hunt	,85.0,2009,0,Shera Bechard, John Tokatlidis, Frank J. Zupancic,Action
2985,Giovanni Veronesi,116.0,2009,0,Carlo Verdone, Sergio Castellitto, Riccardo Scamarcio,Comedy
2986,Robert D. Siegel,91.0,2009,0,Patton Oswalt, Kevin Corrigan, Michael Rapaport,Comedy
2987,Cherien Dabis,96.0,2009,0,Nisreen Faour, Melkar Muallem, Hiam Abbass,Drama
2988,Dan Eckman,97.0,2009,0,Donald Glover, Aubrey Plaza, Dominic Dierkes,Comedy
2989,Gordon Chan,93.0,2009,0,Sean Faris, Maggie Q, Ray Park,Action
2990,Peter Avanzino,90.0,2009,0,Billy West, Katey Sagal, John DiMaggio,Animation
2991,Andrew Lancaster,92.0,2009,0,Geena Davis, Harrison Gilbertson, Harry Cook,Comedy
2992,Lev L. Spiro,94.0,2009,0,Selena Gomez, Jake T. Austin, David Henrie,Adventure
2993,Larry Charles,83.0,2009,0,Sacha Baron Cohen, Richard Bey, Ron Paul,Comedy
2994,Tim Iacofano,94.0,2009,0,Tessie Santiago, Chris Bruno, Frank Whaley,Horror
2995,Davis Guggenheim,97.0,2009,0,Jimmy Page, The Edge, Jack White,Documentary
2996,Bob Gosse,106.0,2009,0,Matt Czuchry, Jesse Bradford, Marika Dominczyk,Comedy
2997,Dean O'Flaherty,97.0,2009,0,Deborra-Lee Furness, Peta Wilson, Aaron Jeffery,Drama
2998,Morgan J. Freeman,88.0,2009,1,Mischa Barton, Jessica Stroup, Matt Long,Horror
2999,Jon Gunn,100.0,2009,0,Mira Sorvino, Barry Pepper, Cole Hauser,Drama
3000,R. J. Cutler,90.0,2009,0,Anna Wintour, Hamish Bowles, Grace Coddington,Documentary
3001,Jac Schaeffer,99.0,2009,0,Emma Caulfield, Michelle Borth, John Patrick Amedori,Fantasy
3002,Shinya Tsukamoto,71.0,2009,0,Eric Bossick, Akiko MonÃ´, YÃ»ko Nakamura,Foreign
3003,Howard Michael Gould,95.0,2009,0,Elisha Cuthbert, Tim Allen, Jenna Elfman,Comedy
3004,Dror Soref,100.0,2009,0,Simon Baker, Paz Vega, ChloÃ« Grace Moretz,Crime
3005,Rob Zombie,77.0,2009,0,Rosario Dawson, Danny Trejo, Sheri Moon Zombie,Animation
