,director,runtime,release_year,category,cast1,cast2,cast3,genre
4817,Dario Argento,103.0,2004,0,Stefania Rocca, Liam Cunningham, Silvio Muccino,Horror
4818,Kevin Connor,90.0,2004,0,Kelli Williams, Charles Durning, Patrick Muldoon,Romance
4819,Peter Chung,34.0,2004,0,Vin Diesel, Rhiana Griffith, Keith David,Action
4820,Nicole Kassell,87.0,2004,0,Kevin Bacon, David Alan Grier, Kyra Sedgwick,Drama
4821,Nicolas Boukhrief,95.0,2004,0,Albert Dupontel, Jean Dujardin, FranÃ§ois BerlÃ©and,Action
4822,PaweÅ‚ Pawlikowski,86.0,2004,0,Natalie Press, Emily Blunt, Paddy Considine,Drama
4823,Charles S. Dutton,106.0,2004,0,Meg Ryan, Tony Shalhoub, Joe Cortese,Romance
4824,David Gordon Green,108.0,2004,0,Jamie Bell, Kristen Stewart, Robert Longstreet,Drama
4825,Brian Henson,182.0,2004,0,Claudia Black, Ben Browder, Anthony Simcoe,Action
4826,Tod Williams,111.0,2004,0,Jeff Bridges, Kim Basinger, Elle Fanning,Drama
4827,Rawson Marshall Thurber,92.0,2004,1,Vince Vaughn, Christine Taylor, Ben Stiller,Comedy
4828,Tobe Hooper,95.0,2004,0,Brent Roam, Angela Bettis, Rance Howard,Mystery
4829,Bob Clark,88.0,2004,0,Jon Voight, Scott Baio, Vanessa Angel,Family
4830,Eytan Fox,103.0,2004,0,Lior Ashkenazi, Knut Berger, Caroline Peters,Drama
4831,Hatsuki Tsuji,90.0,2004,0,Dan Green, Eric Stuart, Scottie Ray,Adventure
4832,Lenard Fritz Krawinkel|Holger Tappe,91.0,2004,0,Michael Herbig, Vanessa Petruo, Sebastian HÃ¶ffner,Animation
4833,William Arntz|Betsy Chasse,109.0,2004,0,Marlee Matlin, Elaine Hendrix, Robert Blanche,Documentary
4834,Savage Steve Holland,76.0,2004,0,Danielle Panabaker, Brenda Song, Ryan Belleville,Comedy
4835,Mark A.Z. DippÃ©,82.0,2004,0,Debbie Reynolds, Joey Zimmerman, Emily Roeske,Adventure
4837,Jay Russell,115.0,2004,0,Joaquin Phoenix, John Travolta, Jacinda Barrett,Drama
4838,Nick Love,91.0,2004,0,Danny Dyer, Neil Maskell, Frank Harper,Drama
4839,Po-Chih Leong,88.0,2004,0,Steven Seagal, Ida Nowakowska, Agnieszka Wagner,Action
4840,Robert Dornhelm,174.0,2004,0,Goran Visnjic, Alan Bates, Angus Macfadyen,Action
4841,John Waters,89.0,2004,0,Tracey Ullman, Johnny Knoxville, Selma Blair,Comedy
4842,Adam McKay,93.0,2004,0,Will Ferrell, Christina Applegate, Paul Rudd,Comedy
4843,Robert Lieberman,180.0,2004,0,Shawn Ashmore, Kristin Kreuk, Isabella Rossellini,Adventure
4844,Alice Wu,91.0,2004,0,Michelle Krusiec, Joan Chen, Lynn Chen,Comedy
4845,Mitch Rouse,97.0,2004,0,Matt Dillon, Steve Zahn, Christina Applegate,Action
4846,Shainee Gabel,119.0,2004,0,John Travolta, Scarlett Johansson, Gabriel Macht,Drama
4847,Stacy Peralta,105.0,2004,0,Jeff Clark, Darrick Doerner, Laird Hamilton,Documentary
4848,Roger Michell,100.0,2004,0,Daniel Craig, Rhys Ifans, Samantha Morton,Drama
4849,Jessica Sharzer,89.0,2004,0,Kristen Stewart, Elizabeth Perkins, Steve Zahn,Drama
4850,Joseph Sargent,110.0,2004,0,Alan Rickman, Mos Def, Kyra Sedgwick,TV Movie
4851,Zana Briski|Ross Kauffman,85.0,2004,0,Zana Briski, Avijit, Geeta Masi,Documentary
4852,Walter Carvalho|Sandra Werneck,98.0,2004,0,Daniel de Oliveira, Marieta Severo, Reginaldo Faria,Drama
4853,Ondi Timoner,107.0,2004,0,The Dandy Warhols, The Brian Jonestown Massacre, Genesis P-Orridge,Documentary
4854,Alejandro Lozano,94.0,2004,0,Tony Dalton, Ana Claudia TalancÃ³n, Pedro ArmendÃ¡riz Jr.,Action
4855,Damon Santostefano,90.0,2004,0,Anne Judson-Yager, Bree Turner, Kevin Cooney,Comedy
4856,Michael McGowan,95.0,2004,0,Adam Butcher, Campbell Scott, Michael Kanev,Comedy
4857,Roland Suso Richter,90.0,2004,0,Ryan Phillippe, Sarah Polley, Piper Perabo,Thriller
4858,Laurent Tirard,90.0,2004,0,Edouard Baer, Clovis Cornillac, Marie-JosÃ©e Croze,Comedy
4859,Dick Proenneke|Bob Swerer Sr.|Bob Swerer Jr.,57.0,2004,0,Dick Proenneke, Bob Swerer Jr., Wendy Ishii,Documentary
4860,Chris Stokes,95.0,2004,0,Marques Houston, Omarion, J-Boog,Drama
4861,Angela Robinson,91.0,2004,0,Sara Foster, Meagan Good, Jordana Brewster,Action
4862,Tristan Aurouet|Gilles Lellouche,105.0,2004,0,Guillaume Canet, Zabou Breitman, Guillaume Gallienne,Comedy
4863,Ãlex de la Iglesia,105.0,2004,0,Guillermo Toledo, MÃ³nica Cervera, Luis Varela,Comedy
4864,Jeff Lieberman,100.0,2004,0,Katheryn Winnick, Alexander Brickel, Stephen Graham,Horror
4865,Michael Clancy,91.0,2004,0,Hank Azaria, Jesse Bradford, Zooey Deschanel,Comedy
4866,Jacob Aaron Estes,90.0,2004,0,Rory Culkin, Scott Mechlowicz, Trevor Morgan,Crime
4867,Wendy Apple,98.0,2004,0,Martin Scorsese, Quentin Tarantino, Jodie Foster,Documentary
4868,Vincent Gallo,93.0,2004,0,Vincent Gallo, ChloÃ« Sevigny, Cheryl Tiegs,Drama
4869,Steve Loter,66.0,2004,0,Christy Carlson Romano, Will Friedle, Nancy Cartwright,Action
4870,Christopher Smith,85.0,2004,0,Franka Potente, Vas Blackwood, Ken Campbell,Horror
4871,Rowdy Herrington,120.0,2004,0,Jim Caviezel, Claire Forlani, Jeremy Northam,Drama
4873,Darrell James Roodt,86.0,2004,0,Casper Van Dien, Erika Eleniak, Coolio,Horror
4875,Irwin Winkler,125.0,2004,0,Kevin Kline, Ashley Judd, Jonathan Pryce,Drama
4876,Kevin Connor,115.0,2004,0,Luke Goss, Alec Newman, Julie Delpy,Drama
4877,Shane Meadows,90.0,2004,0,Paddy Considine, Gary Stretch, Toby Kebbell,Drama
4878,John Curran,101.0,2004,0,Mark Ruffalo, Laura Dern, Peter Krause,Drama
4879,Ken Loach,104.0,2004,0,Atta Yaqub, Eva Birthistle, Shamshad Akhtar,Drama
4880,Corey Yuen Kwai|Patrick Leung,106.0,2004,0,Donnie Yen, Charlene Choi, Gillian Chung,Adventure
4881,Q. Allan Brocka,90.0,2004,0,Rebekah Kochan, Ryan Carnes, Scott Lunsford,Comedy
4882,Gregory Jacobs,87.0,2004,0,John C. Reilly, Diego Luna, Maggie Gyllenhaal,Action
4883,Nick Hurran,111.0,2004,0,Brittany Murphy, Holly Hunter, Kathy Bates,Comedy
4884,Antoine Fuqua,126.0,2004,1,Clive Owen, Ioan Gruffudd, Keira Knightley,Adventure
4885,Don Mancini,87.0,2004,1,Brad Dourif, Jennifer Tilly, Billy Boyd,Comedy
4886,Brad Anderson,101.0,2004,1,Christian Bale, Jennifer Jason Leigh, Aitana SÃ¡nchez-GijÃ³n,Thriller
4887,Jonathan Demme,129.0,2004,1,Denzel Washington, Meryl Streep, Liev Schreiber,Drama
4888,David R. Ellis,94.0,2004,1,Chris Evans, Kim Basinger, Jason Statham,Action
4889,Takashi Shimizu,92.0,2004,1,Sarah Michelle Gellar, Jason Behr, William Mapother,Horror
4890,Richard Linklater,80.0,2004,1,Ethan Hawke, Julie Delpy, Vernon Dobtcheff,Drama
4891,John Lee Hancock,137.0,2004,1,Dennis Quaid, Billy Bob Thornton, Jason Patric,Western
4892,Garry Marshall,113.0,2004,1,Anne Hathaway, Julie Andrews, HÃ©ctor Elizondo,Comedy
4893,Jonathan Frakes,95.0,2004,1,Brady Corbet, Soren Fulton, Debora Weston,Action
4894,Brett Ratner,97.0,2004,1,Pierce Brosnan, Salma Hayek, Woody Harrelson,Action
4895,Matthew Vaughn,105.0,2004,1,Daniel Craig, Colm Meaney, George Harris,Drama
4896,David Koepp,96.0,2004,1,Johnny Depp, John Turturro, Timothy Hutton,Thriller
4897,James L. Brooks,130.0,2004,1,Adam Sandler, TÃ©a Leoni, Paz Vega,Comedy
4898,David Twohy,119.0,2004,1,Vin Diesel, Christina Cox, Colm Feore,Adventure
4899,William Lau,85.0,2004,1,Kelly Sheridan, Roger Monk, Garry Chalk,Animation
4900,Charles Shyer,103.0,2004,1,Jude Law, Marisa Tomei, Omar Epps,Comedy
4901,Zack Snyder,101.0,2004,1,Sarah Polley, Ving Rhames, Jake Weber,Fantasy
4902,Michael Winterbottom,66.0,2004,1,"""Kieran OBrien""", Margo Stilley, The Dandy Warhols,Drama
4903,Joe Roth,99.0,2004,1,Tim Allen, Jamie Lee Curtis, Dan Aykroyd,Comedy
4904,Pitof,104.0,2004,1,Halle Berry, Benjamin Bratt, Sharon Stone,Action
4905,Jonathan Hensleigh,124.0,2004,1,Thomas Jane, John Travolta, Will Patton,Action
4906,Mike Nichols,104.0,2004,1,Natalie Portman, Jude Law, Julia Roberts,Drama
4907,John Hamburg,90.0,2004,1,Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman,Comedy
4908,Katja von Garnier,125.0,2004,0,Hilary Swank, Anjelica Huston, Molly Parker,Drama
4909,Jeff Schaffer,93.0,2004,1,Scott Mechlowicz, Jacob Pitts, Michelle Trachtenberg,Comedy
4910,Sam Raimi,127.0,2004,1,Tobey Maguire, Kirsten Dunst, James Franco,Action
4911,James Wan,103.0,2004,1,Cary Elwes, Danny Glover, Monica Potter,Horror
4912,Danny Leiner,88.0,2004,1,John Cho, Kal Penn, Paula GarcÃ©s,Comedy
4913,Michael Mayer,96.0,2004,0,Colin Farrell, Dallas Roberts, Robin Wright,Romance
4914,Pierre Morel,84.0,2004,1,David Belle, Cyril Raffaelli," ""Tony DAmario""",Action
4915,Tim Story,97.0,2004,1,Queen Latifah, Jimmy Fallon, Gisele BÃ¼ndchen,Thriller
4916,Oliver Stone,175.0,2004,1,Colin Farrell, Angelina Jolie, Val Kilmer,War
4917,P.J. Pesce,97.0,2004,1,Tom Berenger, Byron Mann, John Doman,Drama
4918,Andy Cadiff,111.0,2004,0,Mandy Moore, Stark Sands, Tony Jayawardena,Comedy
4919,Peter Chelsom,107.0,2004,1,Richard Gere, Jennifer Lopez, Susan Sarandon,Drama
4920,Mick Garris,98.0,2004,0,Jonathan Jackson, David Arquette, Cliff Robertson,Drama
4921,Mark A.Z. DippÃ©,84.0,2004,0,Tory Kittles, K. D. Aubert, China Chow,Action
4922,Kevin Allen,100.0,2004,0,Frankie Muniz, Anthony Anderson, Hannah Spearritt,Comedy
4923,David Mamet,102.0,2004,0,Val Kilmer, Derek Luke, William H. Macy,Mystery
4924,Omar Naim,95.0,2004,0,Robin Williams, Mira Sorvino, Jim Caviezel,Drama
4925,Daniel Taplitz,85.0,2004,0,Jamie Foxx, Morris Chestnut, Jennifer Esposito,Comedy
4926,Michael Lembeck,98.0,2004,0,Nia Vardalos, Toni Collette, David Duchovny,Comedy
4927,Charles Stone III,104.0,2004,0,Bernie Mac, Angela Bassett, Michael Rispoli,Comedy
4928,Asia Argento,98.0,2004,0,Asia Argento, Jimmy Bennett, Jeremy Renner,Drama
4929,Barry Levinson,99.0,2004,0,Ben Stiller, Jack Black, Rachel Weisz,Comedy
4930,Shona Auerbach,105.0,2004,0,Gerard Butler, Emily Mortimer, Sharon Small,Drama
4931,George Armitage,88.0,2004,0,Owen Wilson, Morgan Freeman, Gary Sinise,Comedy
4932,E. Elias Merhige,99.0,2004,0,Carrie-Anne Moss, Aaron Eckhart, Ben Kingsley,Crime
4933,Morgan Spurlock,100.0,2004,0,Morgan Spurlock, Daryl Isaacs, Lisa Ganjhu,Documentary
4934,Frank E. Flowers,115.0,2004,0,Orlando Bloom, Anthony Mackie, Bill Paxton,Drama
4935,Joe Johnston,136.0,2004,1,Viggo Mortensen, Zuleikha Robinson, Omar Sharif,Western
4936,Jay Chandrasekhar,104.0,2004,0,Kevin Heffernan, Jay Chandrasekhar, Paul Soter,Comedy
4937,Frank Oz,93.0,2004,1,Nicole Kidman, Matthew Broderick, Bette Midler,Action
4938,Shane Carruth,79.0,2004,1,Shane Carruth, David Sullivan, Casey Gooden,Science Fiction
4939,Shinji Aramaki,101.0,2004,1,Ai Kobayashi, JÅ«rÅta Kosugi, Yuki Matsuoka,Animation
4940,Will Finn|John Sanford,76.0,2004,1,Randy Quaid, Steve Buscemi, Judi Dench,Western
4941,Kevin Smith,102.0,2004,1,Ben Affleck, Raquel Castro, Liv Tyler,Comedy
4942,David O. Russell,106.0,2004,1,Jason Schwartzman, Dustin Hoffman, Lily Tomlin,Comedy
4943,Robert Luketic,95.0,2004,1,Josh Duhamel, Kate Bosworth, Topher Grace,Comedy
4944,Jessy Terrero,86.0,2004,0,Tom Arnold, Kevin Hart, Method Man,Comedy
4945,Paolo Sorrentino,100.0,2004,0,Toni Servillo, Olivia Magnani, Adriano Giannini,Drama
4946,William Butler,91.0,2004,0,Joshua Leonard, Jordan Ladd, Natasha Lyonne,Horror
4947,Michael Moore,122.0,2004,1,Michael Moore, George W. Bush, Ben Affleck,Documentary
4949,Mark Achbar|Jennifer Abbott,145.0,2003,0,Jane Akre, Ray Anderson, Maude Barlow,Documentary
4950,Richard Kwietniowski,104.0,2003,0,Philip Seymour Hoffman, Minnie Driver, John Hurt,Crime
4951,Greg Yaitanes,248.0,2003,0,Alec Newman, Susan Sarandon, James McAvoy,Drama
4952,Robert Altman,112.0,2003,0,Neve Campbell, Malcolm McDowell, James Franco,Drama
4953,Byung-chun Min,114.0,2003,0,Yoo Ji-tae, Jae-un Lee, Rin Seo,Science Fiction
4954,Richard Schickel,132.0,2003,0,Sydney Pollack, Woody Allen, Richard Attenborough,Documentary
4955,Brad Mirman,98.0,2003,0,GÃ©rard Depardieu, Harvey Keitel, Johnny Hallyday,Action
4956,Ron Krauss,100.0,2003,0,James Spader, Janine Eser, John Lynch,Thriller
4957,Steven Ayromlooi,90.0,2003,0,Warwick Davis, Tangi Miller, Laz Alonso,Horror
4958,Wayne Kramer,101.0,2003,0,William H. Macy, Alec Baldwin, Maria Bello,Drama
4959,Matthew Bright,90.0,2003,0,Gary Oldman, Patricia Arquette, Matthew McConaughey,Comedy
4960,Joel Schumacher,98.0,2003,0,Cate Blanchett, Gerard McSorley, CiarÃ¡n Hinds,Drama
4961,Kevin Macdonald,106.0,2003,0,Brendan Mackey, Nicholas Aaron, Richard Hawking,Documentary
4962,Ron Howard,135.0,2003,0,Tommy Lee Jones, Cate Blanchett, Evan Rachel Wood,Thriller
4963,Marleen Gorris,97.0,2003,0,Julia Stiles, Alessandro Nivola, Shirley MacLaine,Comedy
4964,Casey La Scala,105.0,2003,0,Mike Vogel, Vince Vieluf, Adam Brody,Action
4965,David M. Evans,90.0,2003,0,Tony Denman, Daniel Farber, Erik von Detten,Comedy
4967,Merzak Allouache,105.0,2003,0,Gad Elmaleh, Alain Chabat, Claude Brasseur,Comedy
4968,Bobby Farrelly|Peter Farrelly,118.0,2003,0,Matt Damon, Greg Kinnear, Eva Mendes,Comedy
4969,Mark Herman,90.0,2003,0,Colin Firth, Heather Graham, Minnie Driver,Comedy
4970,Christian Duguay,179.0,2003,0,Robert Carlyle, Stockard Channing, Jena Malone,Drama
4971,Shari Springer Berman|Robert Pulcini,101.0,2003,1,Paul Giamatti, Hope Davis, Judah Friedlander,Comedy
4972,James Cameron,92.0,2003,0,Bill Paxton, John Broadwater, James Cameron,Family
4973,Adam Elliot,23.0,2003,0,Geoffrey Rush, Kamahl, John Flaus,Animation
4974,Neil Jordan,108.0,2003,0,Nick Nolte, TchÃ©ky Karyo, Nutsa Kukhianidze,Crime
4975,Reggie Rock Bythewood,110.0,2003,0,Laurence Fishburne, Derek Luke, Orlando Jones,Action
4976,John Eng|Norton Virgien,84.0,2003,0,E.G. Daily, Nancy Cartwright, Kath Soucie,Animation
4977,Steve Anderson,94.0,2003,0,Jon Favreau, Joey Lauren Adams, Rachael Leigh Cook,Comedy
4978,Eric Till,123.0,2003,1,Joseph Fiennes, Jonathan Firth, Claire Cox,Drama
4979,Mike Southon,87.0,2003,0,Darren J. Birch, Christopher Bishop, Tyler Boissonnault,Comedy
4980,David Gordon Green,108.0,2003,0,Paul Schneider, Zooey Deschanel, Danny McBride,Drama
4981,Craig R. Baxley,88.0,2003,0,Lisa Brenner, Steven Brand, Kate Burton,Drama
4982,Andrew Jarecki,107.0,2003,0,Arnold Friedman, Elaine Friedman, Jesse Friedman,Documentary
4983,Kevin Lima,89.0,2003,0,Julie Andrews, Sofia Vassilieva, Kenneth Welsh,Family
4984,Guy Maddin,100.0,2003,0,Isabella Rossellini, Mark McKinney, Maria de Medeiros,Comedy
4985,Simon Wincer,49.0,2003,0,Biana Tamimi, Patrick Elias, GÃ©rard Rudolf,Action
4986,Laurent Bouzereau,127.0,2003,0,Harrison Ford, George Lucas, Steven Spielberg,Documentary
4987,Charles Martin Smith,103.0,2003,0,Barry Pepper, Annabella Piugattuk, James Cromwell,Action
4988,Aziz Mirza,167.0,2003,0,Shah Rukh Khan, Rani Mukerji, Jas Arora,Comedy
4989,Peter Levin,104.0,2003,0,Thora Birch, Michael Riley, Kelly Lynch,Drama
4990,Lars von Trier|JÃ¸rgen Leth,90.0,2003,0,Claus Nissen, Lars von Trier, Majken Algren Nielsen,Drama
4992,Michael Oblowitz,96.0,2003,0,Steven Seagal, Jeffrey Pierce, Max Ryan,Action
4993,Christine Jeffs,109.0,2003,0,Gwyneth Paltrow, Daniel Craig, Jared Harris,Drama
4995,James Wan,9.0,2003,0,Leigh Whannell, Paul Moder, Katrina Mathers,Crime
4996,Stephen Fry,106.0,2003,0,Stephen Campbell Moore, Emily Mortimer, Fenella Woolgar,Comedy
4997,Michael Spierig|Peter Spierig,97.0,2003,0,Felicity Mason, Mungo McKay, Rob Jenkins,Horror
4998,Gary Hardwick,105.0,2003,0,LL Cool J, Gabrielle Union, Kym Whitley,Comedy
4999,Robert Iscove,90.0,2003,0,Kelly Clarkson, Justin Guarini , Brandon Henschel,Comedy
5000,Rob Reiner,96.0,2003,0,Luke Wilson, Kate Hudson, Sophie Marceau,Comedy
5001,Neil LaBute,96.0,2003,0,Paul Rudd, Gretchen Mol, Rachel Weisz,Comedy
5002,Errol Morris,95.0,2003,0,Robert McNamara, Errol Morris, Fidel Castro,War
5003,Todd Graff,114.0,2003,0,Daniel Letterle, Joanna Chilcoat, Robin de Jesus,Comedy
5004,John Kent Harrison,175.0,2003,0,Sienna Guillory, Matthew Marsden, Rufus Sewell,War
5005,Vincenzo Natali,90.0,2003,0,David Hewlett, Andrew Miller, Gordon Pinsent,Comedy
5006,Robert Parigi,88.0,2003,0,Desmond Harrington, Melissa Sagemiller, Udo Kier,Drama
5007,James Cox,104.0,2003,0,Val Kilmer, Dylan McDermott, Kate Bosworth,Crime
5008,Sam Weisman,98.0,2003,0,David Spade, Mary McCormack, Craig Bierko,Comedy
5009,Bryan Singer,133.0,2003,0,Patrick Stewart, Hugh Jackman, Ian McKellen,Adventure
5010,Harald Zwart,102.0,2003,0,Frankie Muniz, Hilary Duff, Angie Harmon,Action
5011,Gregor Jordan,110.0,2003,1,Heath Ledger, Orlando Bloom, Geoffrey Rush,Action
5012,Ã‰mile Gaudreault,92.0,2003,0,Luke Kirby, Ginette Reno, Paul Sorvino,Comedy
5013,Peter Weir,138.0,2003,1,Russell Crowe, Paul Bettany," ""James DArcy""",Adventure
5014,David Zucker,84.0,2003,1,Pamela Anderson, Jenny McCarthy, Marny Eng,Comedy
5015,Bille Woodruff,94.0,2003,1,Jessica Alba, Mekhi Phifer, Joy Bryant,Music
5016,F. Gary Gray,109.0,2003,1,Vin Diesel, Larenz Tate, Timothy Olyphant,Action
5017,Richard Linklater,108.0,2003,1,Jack Black, Joan Cusack, Mike White,Comedy
5018,Edward Zwick,154.0,2003,1,Tom Cruise, Ken Watanabe, William Atherton,Drama
5019,Michael Bay,147.0,2003,1,Martin Lawrence, Will Smith, Jordi MollÃ\xa0,Adventure
5020,Jan de Bont,117.0,2003,1,Angelina Jolie, Gerard Butler, Noah Taylor,Action
5021,Rob Schmidt,84.0,2003,1,Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui,Horror
5022,James Mangold,90.0,2003,1,John Cusack, Ray Liotta, Amanda Peet,Mystery
5023,Mike Newell,117.0,2003,1,Julia Roberts, Kirsten Dunst, Julia Stiles,Drama
5024,NimrÃ³d Antal,105.0,2003,0,SÃ¡ndor CsÃ¡nyi, Csaba Pindroch, ZoltÃ¡n Mucsi,Comedy
5025,Clint Eastwood,138.0,2003,1,Sean Penn, Tim Robbins, Kevin Bacon,Thriller
5026,Peter Chung|Yoshiaki Kawajiri|Takeshi Koike|Mahiro Maeda|KÃ´ji Morimoto|Shinichiro Watanabe|Andrew R. Jones,102.0,2003,1,Keanu Reeves, Carrie-Anne Moss, Clayton Watson,Animation
5027,Peter Segal,106.0,2003,1,Adam Sandler, Jack Nicholson, Luis GuzmÃ¡n,Comedy
5028,Jon Amiel,136.0,2003,1,Aaron Eckhart, Hilary Swank, Delroy Lindo,Action
5029,Ang Lee,138.0,2003,1,Eric Bana, Jennifer Connelly, Sam Elliott,Action
5030,Robert Rodriguez,102.0,2003,1,Antonio Banderas, Salma Hayek, Johnny Depp,Action
5031,Todd Phillips,91.0,2003,1,Luke Wilson, Will Ferrell, Vince Vaughn,Comedy
5032,Donald Petrie,116.0,2003,1,Kate Hudson, Matthew McConaughey, Kathryn Hahn,Comedy
5033,David Dobkin,115.0,2003,1,Jackie Chan, Owen Wilson, Fann Wong,Action
5034,P.J. Hogan,113.0,2003,1,Jeremy Sumpter, Jason Isaacs, Rachel Hurd-Wood,Adventure
5035,Aaron Blaise|Robert Walker,85.0,2003,1,Joaquin Phoenix, Jeremy Suarez, Rick Moranis,Animation
5036,Peter Howitt,88.0,2003,1,Rowan Atkinson, John Malkovich, Natalie Imbruglia,Adventure
5037,Terry Zwigoff,91.0,2003,1,Billy Bob Thornton, Tony Cox, Brett Kelly,Drama
5038,Peter Jackson,201.0,2003,1,Elijah Wood, Ian McKellen, Viggo Mortensen,Adventure
5039,Len Wiseman,121.0,2003,1,Kate Beckinsale, Scott Speedman, Michael Sheen,Fantasy
5040,Gore Verbinski,143.0,2003,1,Johnny Depp, Geoffrey Rush, Orlando Bloom,Adventure
5041,Quentin Tarantino,111.0,2003,1,Uma Thurman, Lucy Liu, Vivica A. Fox,Action
5042,Lilly Wachowski|Lana Wachowski,129.0,2003,1,Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss,Adventure
5043,Lilly Wachowski|Lana Wachowski,138.0,2003,1,Keanu Reeves, Carrie-Anne Moss, Laurence Fishburne,Adventure
5044,Andrew Stanton|Lee Unkrich,100.0,2003,1,Albert Brooks, Ellen DeGeneres, Alexander Gould,Animation
5045,Tom Shadyac,101.0,2003,1,Jim Carrey, Jennifer Aniston, Philip Baker Hall,Fantasy
5046,Richard Curtis,135.0,2003,1,Bill Nighy, Gregor Fisher, Colin Firth,Comedy
5047,Jon Favreau,97.0,2003,1,Will Ferrell, James Caan, Zooey Deschanel,Romance
5048,Jonathan Mostow,109.0,2003,1,Arnold Schwarzenegger, Nick Stahl, Claire Danes,Action
5049,Bernardo Bertolucci,115.0,2003,1,Michael Pitt, Eva Green, Louis Garrel,Drama
5050,Tim Burton,125.0,2003,1,Ewan McGregor, Albert Finney, Billy Crudup,Adventure
5051,Mark Steven Johnson,103.0,2003,1,Ben Affleck, Jennifer Garner, Colin Farrell,Fantasy
5052,Jesse Dylan,103.0,2003,1,Jason Biggs, Alyson Hannigan, Seann William Scott,Comedy
5053,Stephen Norrington,110.0,2003,1,Sean Connery, Peta Wilson, Shane West,Fantasy
5054,F. Gary Gray,111.0,2003,1,Mark Wahlberg, Charlize Theron, Jason Statham,Thriller
5055,Steve Trenbirth,72.0,2003,1,John Goodman, Haley Joel Osment, Mae Whitman,Family
5056,Sofia Coppola,102.0,2003,1,Bill Murray, Scarlett Johansson, Anna Faris,Drama
5057,Clark Johnson,117.0,2003,1,Samuel L. Jackson, Colin Farrell, Michelle Rodriguez,Action
5058,Antoine Fuqua,121.0,2003,1,Bruce Willis, Monica Bellucci, Cole Hauser,Action
5059,Charles Herman-Wurmfeld,95.0,2003,1,Reese Witherspoon, Sally Field, Regina King,Comedy
5061,John McTiernan,98.0,2003,1,John Travolta, Connie Nielsen, Samuel L. Jackson,Action
5062,Peter Berg,104.0,2003,1,Dwayne Johnson, Seann William Scott, Rosario Dawson,Adventure
5063,Owen Hurley,81.0,2003,1,Kelly Sheridan, Mark Hildreth, Kelsey Grammer,Animation
5064,John Singleton,107.0,2003,1,Paul Walker, Tyrese Gibson, Eva Mendes,Action
5065,Bruno Barreto,87.0,2003,1,Gwyneth Paltrow, Christina Applegate, Candice Bergen,Comedy
5066,Curt Geda|Tim Maltby,74.0,2003,1,Kevin Conroy, Tara Strong, HÃ©ctor Elizondo,Adventure
5067,James Foley,97.0,2003,1,Edward Burns, Rachel Weisz, Morris Chestnut,Action
5068,Dennie Gordon,105.0,2003,1,Amanda Bynes, Colin Firth, Kelly Preston,Comedy
5069,Ringo Lam,96.0,2003,1,Jean-Claude Van Damme, Marnie Alton, Alan Davidson,Action
5070,Kevin Costner,139.0,2003,1,Kevin Costner, Robert Duvall, Michael Gambon,Western
5071,Shawn Levy,95.0,2003,1,Ashton Kutcher, Brittany Murphy, Christian Kane,Comedy
5072,Audrey Wells,113.0,2003,1,Diane Lane, Sandra Oh, Lindsay Duncan,Comedy
5073,Francis Veber,85.0,2003,1,GÃ©rard Depardieu, Jean Reno, Richard Berry,Comedy
5074,Steve Carr,92.0,2003,1,Eddie Murphy, Jeff Garlin, Steve Zahn,Comedy
5075,Ridley Scott,116.0,2003,1,Nicolas Cage, Sam Rockwell, Alison Lohman,Comedy
5076,Gary Ross,141.0,2003,1,Jeff Bridges, David McCullough, Chris Cooper,Drama
5077,Carl Franklin,105.0,2003,1,Denzel Washington, Eva Mendes, Sanaa Lathan,Thriller
5078,Victor Salva,104.0,2003,1,Ray Wise, Jonathan Breck, Garikayi Mutambirwa,Horror
5079,Lawrence Kasdan,136.0,2003,1,Morgan Freeman, Thomas Jane, Jason Lee,Drama
5080,Joe Dante,90.0,2003,1,Brendan Fraser, Jenna Elfman, Steve Martin,Animation
5081,Andrzej Bartkowiak,101.0,2003,1,Jet Li, DMX, Kelly Hu,Action
5082,Toby Shelton|Victor Cook|Tad Stones,70.0,2003,1,James Arnold Taylor, Cree Summer, John Mahoney,Fantasy
5083,Ronny Yu,97.0,2003,1,Robert Englund, Ken Kirzinger, Jason Ritter,Horror
5084,Bo Welch,82.0,2003,1,Mike Myers, Dakota Fanning, Spencer Breslin,Comedy
5085,Mark Waters,97.0,2003,1,Jamie Lee Curtis, Lindsay Lohan, Mark Harmon,Comedy
5086,Tim Johnson|Patrick Gilmore,86.0,2003,1,Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer,Family
5087,Richard Donner,116.0,2003,1,Paul Walker, Frances OConnor, Gerard Butler,Action
5088,John Woo,119.0,2003,1,Ben Affleck, Aaron Eckhart, Uma Thurman,Action
5089,McG,106.0,2003,1,Cameron Diaz, Drew Barrymore, Lucy Liu,Action
5090,Nancy Meyers,128.0,2003,1,Jack Nicholson, Diane Keaton, Keanu Reeves,Drama
5091,Rob Minkoff,99.0,2003,1,Eddie Murphy, Terence Stamp, Nathaniel Parker,Thriller
5092,Mathieu Kassovitz,98.0,2003,1,Halle Berry, Robert Downey Jr., Charles S. Dutton,Horror
